city_state,lat,lng
"Socastee, South Carolina",33.6871,-79.0086
"Farmington, Utah",40.9845,-111.9065
"Oak Harbor, Washington",48.2964,-122.6333
"Herndon, Virginia",38.9699,-77.3867
"Ponca City, Oklahoma",36.7235,-97.0677
"Landover, Maryland",38.9241,-76.8875
"North Augusta, South Carolina",33.5214,-81.9547
"King of Prussia, Pennsylvania",40.0963,-75.3821
"Decatur, Georgia",33.7711,-84.2963
"Faribault, Minnesota",44.2996,-93.2789
"North Laurel, Maryland",39.1285,-76.8476
"Bay Point, California",38.0329,-121.9615
"Happy Valley, Oregon",45.4358,-122.5081
"Port St. John, Florida",28.4757,-80.8104
"Benbrook, Texas",32.6788,-97.4637
"West Memphis, Arkansas",35.1530,-90.1996
"Kerrville, Texas",30.0398,-99.1320
"Ballenger Creek, Maryland",39.3807,-77.4206
"Ladera Ranch, California",33.5492,-117.6417
"White Bear Lake, Minnesota",45.0656,-93.0150
"Collinsville, Illinois",38.6770,-90.0063
"Elmwood Park, Illinois",41.9225,-87.8163
"Starkville, Mississippi",33.4608,-88.8297
"South Plainfield, New Jersey",40.5748,-74.4152
"Westmont, Illinois",41.7948,-87.9742
"Wekiwa Springs, Florida",28.6984,-81.4251
"Palmetto Bay, Florida",25.6219,-80.3221
"Somerset, New Jersey",40.5083,-74.5010
"Fairfax, Virginia",38.8531,-77.2997
"Belton, Missouri",38.8192,-94.5335
"North Lynnwood, Washington",47.8533,-122.2762
"Pelham, Alabama",33.3114,-86.7573
"Yukon, Oklahoma",35.5201,-97.7639
"Simpsonville, South Carolina",34.7287,-82.2569
"Emporia, Kansas",38.4028,-96.1932
"Saginaw, Texas",32.8657,-97.3654
"Bloomingdale, Florida",27.8784,-82.2624
"Wadsworth, Ohio",41.0279,-81.7323
"Rolling Meadows, Illinois",42.0747,-88.0252
"Solon, Ohio",41.3865,-81.4400
"Mandan, North Dakota",46.8290,-100.8870
"Auburn, Maine",44.0851,-70.2492
"Bellview, Florida",30.4620,-87.3120
"Columbus, Nebraska",41.4366,-97.3565
"Jasmine Estates, Florida",28.2930,-82.6907
"Kingston, New York",41.9295,-73.9968
"Papillion, Nebraska",41.1511,-96.0665
"Burlington, Iowa",40.8071,-91.1247
"San Fernando, California",34.2886,-118.4362
"Columbus, Mississippi",33.5088,-88.4096
"Freeport, Illinois",42.2891,-89.6346
"Johnston, Iowa",41.6910,-93.7234
"Rosemont, California",38.5478,-121.3553
"South Elgin, Illinois",41.9906,-88.3135
"Webster Groves, Missouri",38.5866,-90.3544
"Willoughby, Ohio",41.6459,-81.4084
"Farragut, Tennessee",35.8731,-84.1821
"Highland, Indiana",41.5483,-87.4588
"Fountain Hills, Arizona",33.6073,-111.7398
"Munster, Indiana",41.5468,-87.5040
"Waverly, Michigan",42.7401,-84.6354
"Patterson, California",37.4758,-121.1536
"Shelbyville, Tennessee",35.4987,-86.4517
"Muscatine, Iowa",41.4195,-91.0680
"Greenfield, Indiana",39.7937,-85.7738
"Champlin, Minnesota",45.1702,-93.3903
"Lexington, South Carolina",33.9890,-81.2202
"Roseburg, Oregon",43.2231,-123.3520
"Kenmore, Washington",47.7516,-122.2489
"Fresno, Texas",29.5357,-95.4696
"Mountain House, California",37.7673,-121.5449
"Jacksonville Beach, Florida",30.2782,-81.4045
"Middletown, Delaware",39.4450,-75.7183
"Brookings, South Dakota",44.3022,-96.7859
"Nixa, Missouri",37.0453,-93.2959
"Watauga, Texas",32.8719,-97.2515
"Marshall, Texas",32.5370,-94.3515
"Lisle, Illinois",41.7918,-88.0888
"Gardner, Kansas",38.8122,-94.9275
"Farmington, Minnesota",44.6572,-93.1687
"Griffin, Georgia",33.2418,-84.2748
"Maple Heights, Ohio",41.4094,-81.5625
"Copiague, New York",40.6707,-73.3922
"Vega Baja, Puerto Rico",18.4406,-66.3997
"Van Buren, Arkansas",35.4483,-94.3528
"Clinton, Utah",41.1395,-112.0656
"Maywood, Illinois",41.8798,-87.8442
"West Springfield, Virginia",38.7771,-77.2268
"Rock Springs, Wyoming",41.5947,-109.2209
"Pottstown, Pennsylvania",40.2508,-75.6445
"North Platte, Nebraska",41.1263,-100.7641
"Camp Springs, Maryland",38.8052,-76.9199
"Linda, California",39.1241,-121.5421
"Martha Lake, Washington",47.8479,-122.2327
"Cockeysville, Maryland",39.4804,-76.6294
"Cottage Lake, Washington",47.7466,-122.0755
"Raymore, Missouri",38.8029,-94.4583
"Pickerington, Ohio",39.8890,-82.7678
"Union Hill-Novelty Hill, Washington",47.6788,-122.0284
"Eastmont, Washington",47.8968,-122.1818
"Ashland, California",37.6942,-122.1159
"New Brighton, Minnesota",45.0658,-93.2060
"Edgewater, Florida",28.9594,-80.9406
"Belton, Texas",31.0525,-97.4790
"Easley, South Carolina",34.8188,-82.5827
"Trotwood, Ohio",39.7926,-84.3165
"Oakdale, California",37.7618,-120.8468
"Liberty Triangle, Florida",29.0760,-82.2191
"Chantilly, Virginia",38.8868,-77.4453
"Calabasas, California",34.1375,-118.6689
"Cartersville, Georgia",34.1644,-84.8009
"Eustis, Florida",28.8563,-81.6771
"Bear, Delaware",39.6189,-75.6808
"Chester, Virginia",37.3531,-77.4342
"Cataño, Puerto Rico",18.4375,-66.1440
"Bloomington, California",34.0601,-117.4013
"Hopewell, Virginia",37.2915,-77.2985
"Fernley, Nevada",39.5627,-119.1906
"Glassboro, New Jersey",39.7014,-75.1113
"Hudson, Ohio",41.2399,-81.4408
"Taylors, South Carolina",34.9157,-82.3124
"Radcliff, Kentucky",37.8204,-85.9365
"Watertown, Wisconsin",43.1893,-88.7285
"Brent, Florida",30.4727,-87.2495
"Woodlawn, Virginia",38.7332,-77.1149
"Searcy, Arkansas",35.2418,-91.7351
"Crystal, Minnesota",45.0377,-93.3599
"Nocatee, Florida",30.0927,-81.4095
"Christiansburg, Virginia",37.1406,-80.4036
"Laguna Beach, California",33.5455,-117.7613
"Loves Park, Illinois",42.3364,-88.9975
"Blue Island, Illinois",41.6578,-87.6811
"Prairie Village, Kansas",38.9874,-94.6362
"Keene, New Hampshire",42.9494,-72.2998
"Garden City, New York",40.7266,-73.6447
"Roselle, Illinois",41.9809,-88.0861
"Machesney Park, Illinois",42.3666,-89.0266
"Katy, Texas",29.7905,-95.8353
"Millbrae, California",37.5994,-122.4023
"Hialeah Gardens, Florida",25.8878,-80.3569
"Corcoran, California",36.0841,-119.5613
"Brambleton, Virginia",38.9803,-77.5323
"Pecan Grove, Texas",29.6235,-95.7330
"Sun Valley, Nevada",39.6104,-119.7770
"Duncan, Oklahoma",34.5408,-97.9215
"Villa Park, Illinois",41.8865,-87.9779
"Junction City, Kansas",39.0277,-96.8508
"Watertown, South Dakota",44.9094,-97.1532
"Hazel Dell, Washington",45.6797,-122.6553
"Anthem, Arizona",33.8560,-112.1168
"The Crossings, Florida",25.6708,-80.4018
"Candler-McAfee, Georgia",33.7267,-84.2723
"Kapolei, Hawaii",21.3399,-158.0677
"Allison Park, Pennsylvania",40.5730,-79.9603
"Athens, Ohio",39.3270,-82.0987
"North Plainfield, New Jersey",40.6209,-74.4386
"Cudahy, California",33.9631,-118.1830
"East San Gabriel, California",34.1157,-118.0791
"Fairhope, Alabama",30.5209,-87.8813
"Bonney Lake, Washington",47.1791,-122.1700
"Summit, New Jersey",40.7154,-74.3647
"East Peoria, Illinois",40.6736,-89.5419
"Florida Ridge, Florida",27.5805,-80.3848
"Horizon City, Texas",31.6799,-106.1903
"Greenwood, South Carolina",34.1947,-82.1542
"Cherry Hill, Virginia",38.5696,-77.2895
"Corinth, Texas",33.1434,-97.0682
"Roselle, New Jersey",40.6527,-74.2599
"Coralville, Iowa",41.6990,-91.5967
"Willowbrook, California",33.9209,-118.2356
"Biddeford, Maine",43.4673,-70.4511
"Bloomingdale, Illinois",41.9497,-88.0895
"Albertville, Alabama",34.2633,-86.2108
"Rancho San Diego, California",32.7624,-116.9197
"La Porte, Indiana",41.6069,-86.7142
"Central Falls, Rhode Island",41.8901,-71.3934
"Waynesboro, Virginia",38.0674,-78.9014
"Acworth, Georgia",34.0566,-84.6716
"DeBary, Florida",28.8815,-81.3240
"Ruston, Louisiana",32.5328,-92.6363
"Brushy Creek, Texas",30.5128,-97.7386
"Mountain Brook, Alabama",33.4871,-86.7400
"Marina, California",36.6810,-121.7892
"Kihei, Hawaii",20.7653,-156.4454
"West Carson, California",33.8229,-118.2931
"Silver Firs, Washington",47.8635,-122.1497
"Sunny Isles Beach, Florida",25.9385,-80.1246
"Chalmette, Louisiana",29.9438,-89.9660
"McNair, Virginia",38.9513,-77.4115
"Granite Bay, California",38.7601,-121.1714
"Ensley, Florida",30.5259,-87.2733
"Golden Valley, Minnesota",44.9901,-93.3591
"West Rancho Dominguez, California",33.9057,-118.2683
"World Golf Village, Florida",29.9654,-81.4896
"Ramona, California",33.0474,-116.8766
"Evans, Colorado",40.3660,-104.7390
"Clarksville, Indiana",38.3220,-85.7673
"Montclair, Virginia",38.6111,-77.3400
"West Puente Valley, California",34.0513,-117.9681
"Hastings, Minnesota",44.7318,-92.8538
"Oxford, Ohio",39.5061,-84.7446
"Lorton, Virginia",38.6983,-77.2164
"East Ridge, Tennessee",34.9973,-85.2285
"Carbondale, Illinois",37.7221,-89.2237
"Sapulpa, Oklahoma",36.0091,-96.1003
"Oxford, Alabama",33.5967,-85.8687
"Chillicothe, Ohio",39.3393,-82.9939
"Sanford, Maine",43.4244,-70.7573
"Darien, Illinois",41.7448,-87.9822
"Valinda, California",34.0400,-117.9300
"Chambersburg, Pennsylvania",39.9315,-77.6556
"St. Andrews, South Carolina",34.0510,-81.1057
"Pascagoula, Mississippi",30.3666,-88.5506
"North Salt Lake, Utah",40.8439,-111.9187
"Hillsborough, New Jersey",40.5069,-74.6523
"Middleton, Wisconsin",43.1064,-89.5059
"New Castle, Pennsylvania",40.9956,-80.3458
"Port Hueneme, California",34.1618,-119.2036
"Massapequa, New York",40.6676,-73.4706
"Mount Pleasant, Michigan",43.5966,-84.7759
"Columbia Heights, Minnesota",45.0484,-93.2472
"Hayesville, Oregon",44.9793,-122.9738
"Parsippany, New Jersey",40.8645,-74.4135
"Klamath Falls, Oregon",42.2195,-121.7754
"Avon, Indiana",39.7601,-86.3916
"Langley Park, Maryland",38.9897,-76.9808
"Silverdale, Washington",47.6663,-122.6828
"Sedalia, Missouri",38.7059,-93.2340
"Lakeside, California",32.8560,-116.9040
"Selden, New York",40.8714,-73.0466
"South Euclid, Ohio",41.5240,-81.5245
"Birmingham, Michigan",42.5446,-83.2166
"Shelby, North Carolina",35.2904,-81.5451
"Yucca Valley, California",34.1234,-116.4216
"Duarte, California",34.1610,-117.9504
"Del City, Oklahoma",35.4483,-97.4408
"Gallup, New Mexico",35.5182,-108.7431
"American Canyon, California",38.1796,-122.2583
"New Hope, Minnesota",45.0375,-93.3869
"Alliance, Ohio",40.9107,-81.1189
"Tukwila, Washington",47.4750,-122.2728
"Fulshear, Texas",29.6930,-95.8804
"Rocky River, Ohio",41.4702,-81.8525
"Mililani Mauka, Hawaii",21.4756,-157.9948
"Ashland, Kentucky",38.4592,-82.6448
"Payson, Utah",40.0355,-111.7390
"Lino Lakes, Minnesota",45.1679,-93.0830
"Celina, Texas",33.3154,-96.7941
"Holiday, Florida",28.1864,-82.7429
"Harvey, Louisiana",29.8876,-90.0666
"Dickinson, Texas",29.4548,-95.0589
"Secaucus, New Jersey",40.7810,-74.0659
"Ozark, Missouri",37.0365,-93.2158
"East Patchogue, New York",40.7704,-72.9817
"Rio Rico, Arizona",31.4957,-110.9885
"Four Square Mile, Colorado",39.6808,-104.8880
"Ashland, Oregon",42.1905,-122.6992
"Geneva, Illinois",41.8833,-88.3242
"Pleasant Prairie, Wisconsin",42.5266,-87.8895
"Seymour, Indiana",38.9476,-85.8911
"Mukilteo, Washington",47.9096,-122.3035
"Mountlake Terrace, Washington",47.7921,-122.3077
"South Lake Tahoe, California",38.9393,-119.9828
"Lindenwold, New Jersey",39.8173,-74.9898
"Vicksburg, Mississippi",32.3173,-90.8868
"Winter Gardens, California",32.8376,-116.9268
"South Holland, Illinois",41.5977,-87.6022
"Sulphur, Louisiana",30.2286,-93.3566
"Dolton, Illinois",41.6284,-87.5979
"Clemmons, North Carolina",36.0319,-80.3861
"Perry, Georgia",32.4720,-83.7283
"Yorkville, Illinois",41.6563,-88.4507
"Baldwin, Pennsylvania",40.3690,-79.9669
"Elmwood Park, New Jersey",40.9049,-74.1201
"West Pensacola, Florida",30.4263,-87.2679
"Carrboro, North Carolina",35.9259,-79.0878
"Suwanee, Georgia",34.0508,-84.0686
"Lealman, Florida",27.8197,-82.6847
"Rose Hill, Virginia",38.7872,-77.1085
"Milwaukie, Oregon",45.4445,-122.6219
"Bayou Cane, Louisiana",29.6243,-90.7510
"Foley, Alabama",30.3983,-87.6650
"Hays, Kansas",38.8821,-99.3221
"Tullahoma, Tennessee",35.3721,-86.2172
"Gardner, Massachusetts",42.5845,-71.9868
"North Bellmore, New York",40.6904,-73.5390
"North Ogden, Utah",41.3123,-111.9584
"Makakilo, Hawaii",21.3591,-158.0813
"Park Forest, Illinois",41.4817,-87.6867
"Helena, Alabama",33.2837,-86.8791
"Wade Hampton, South Carolina",34.8821,-82.3336
"Stephenville, Texas",32.2147,-98.2205
"Willmar, Minnesota",45.1216,-95.0569
"Merrick, New York",40.6515,-73.5535
"Lebanon, Ohio",39.4254,-84.2133
"Mineola, New York",40.7470,-73.6394
"East Moline, Illinois",41.5199,-90.3879
"Green Valley, Arizona",31.8393,-111.0009
"Louisville, Colorado",39.9710,-105.1441
"Fort Walton Beach, Florida",30.4255,-86.6222
"Five Corners, Washington",45.6883,-122.5738
"Snellville, Georgia",33.8562,-84.0038
"Battle Ground, Washington",45.7766,-122.5413
"Germantown, Wisconsin",43.2343,-88.1217
"Murphy, Texas",33.0186,-96.6105
"Hyattsville, Maryland",38.9613,-76.9548
"Carlisle, Pennsylvania",40.2000,-77.2034
"Arnold, Missouri",38.4297,-90.3733
"West St. Paul, Minnesota",44.9018,-93.0858
"Murrysville, Pennsylvania",40.4456,-79.6554
"Covington, Washington",47.3667,-122.1045
"Lockport, New York",43.1698,-78.6956
"Grayslake, Illinois",42.3405,-88.0338
"Mill Creek, Washington",47.8631,-122.2037
"Bryant, Arkansas",34.6152,-92.4914
"Hanahan, South Carolina",32.9302,-80.0027
"St. John, Indiana",41.4429,-87.4697
"Ennis, Texas",32.3254,-96.6347
"Parma Heights, Ohio",41.3865,-81.7637
"Lennox, California",33.9380,-118.3586
"South Milwaukee, Wisconsin",42.9120,-87.8627
"Marquette, Michigan",46.5440,-87.4082
"Waxhaw, North Carolina",34.9363,-80.7439
"Lomita, California",33.7933,-118.3175
"Mesquite, Nevada",36.8032,-114.1330
"Rosamond, California",34.8658,-118.2155
"Montgomery, Illinois",41.7237,-88.3633
"Bethany, Oklahoma",35.5071,-97.6418
"Pittsburg, Kansas",37.4129,-94.6985
"Hurricane, Utah",37.1487,-113.3517
"Adrian, Michigan",41.8994,-84.0447
"South St. Paul, Minnesota",44.8877,-93.0411
"Nanuet, New York",41.0957,-74.0155
"Mead Valley, California",33.8333,-117.2852
"Pleasantville, New Jersey",39.3900,-74.5169
"Libertyville, Illinois",42.2870,-87.9670
"Forest Lake, Minnesota",45.2536,-92.9582
"Bothell West, Washington",47.8056,-122.2401
"Mustang, Oklahoma",35.3917,-97.7246
"Northfield, Minnesota",44.4550,-93.1698
"Elko, Nevada",40.8381,-115.7678
"Stevenson Ranch, California",34.3894,-118.5883
"Golden, Colorado",39.7406,-105.2118
"Otsego, Minnesota",45.2660,-93.6201
"Saco, Maine",43.5390,-70.4624
"Piqua, Ohio",40.1506,-84.2441
"Imperial, California",32.8390,-115.5720
"Hauppauge, New York",40.8211,-73.2109
"Monroe, Michigan",41.9155,-83.3849
"Montrose, Colorado",38.4689,-107.8590
"West Hempstead, New York",40.6959,-73.6507
"North Liberty, Iowa",41.7438,-91.6112
"Old Jamestown, Missouri",38.8394,-90.2847
"Painesville, Ohio",41.7240,-81.2536
"La Cañada Flintridge, California",34.2097,-118.2002
"Sidney, Ohio",40.2891,-84.1667
"Altamont, Oregon",42.1980,-121.7248
"Westbrook, Maine",43.6954,-70.3539
"North Amityville, New York",40.7005,-73.4119
"Salmon Creek, Washington",45.7099,-122.6632
"Lynbrook, New York",40.6579,-73.6742
"East Northport, New York",40.8791,-73.3233
"Sherwood, Oregon",45.3594,-122.8427
"Marion Oaks, Florida",29.0011,-82.1953
"Oroville, California",39.4999,-121.5634
"Arlington, Washington",48.1701,-122.1442
"East Hemet, California",33.7301,-116.9410
"Frankfort, Illinois",41.4892,-87.8363
"South Burlington, Vermont",44.4622,-73.2202
"Palisades Park, New Jersey",40.8472,-73.9966
"Ypsilanti, Michigan",42.2440,-83.6208
"Shafter, California",35.4794,-119.2013
"Midway, Florida",30.4169,-87.0229
"Arbutus, Maryland",39.2428,-76.6922
"Portland, Texas",27.8942,-97.3278
"Mayfield Heights, Ohio",41.5174,-81.4534
"Morristown, New Jersey",40.7967,-74.4772
"Plainview, Texas",34.1911,-101.7235
"Culpeper, Virginia",38.4704,-78.0001
"Westminster, Maryland",39.5796,-77.0067
"Buckhall, Virginia",38.7239,-77.4476
"La Crescenta-Montrose, California",34.2322,-118.2353
"Agoura Hills, California",34.1510,-118.7609
"Rosedale, Maryland",39.3266,-76.5084
"Casa de Oro-Mount Helix, California",32.7640,-116.9688
"Meadowbrook, Virginia",37.4301,-77.4740
"Whitehall, Ohio",39.9682,-82.8833
"Harvey, Illinois",41.6076,-87.6520
"Albany, California",37.8897,-122.3018
"Rolla, Missouri",37.9459,-91.7607
"Howard, Wisconsin",44.5703,-88.0928
"Altoona, Iowa",41.6483,-93.4783
"Port Angeles, Washington",48.1141,-123.4565
"Forest Park, Ohio",39.2861,-84.5258
"Sand Springs, Oklahoma",36.1353,-96.1283
"Merrifield, Virginia",38.8731,-77.2426
"Affton, Missouri",38.5499,-90.3264
"Plattsburgh, New York",44.6951,-73.4563
"Oregon, Ohio",41.6524,-83.4321
"Hunters Creek, Florida",28.3610,-81.4358
"Mokena, Illinois",41.5327,-87.8781
"Crest Hill, Illinois",41.5723,-88.1124
"Miamisburg, Ohio",39.6322,-84.2724
"Homewood, Illinois",41.5591,-87.6610
"Broadview Heights, Ohio",41.3196,-81.6779
"Lincolnia, Virginia",38.8158,-77.1543
"Alamo, Texas",26.1810,-98.1177
"Universal City, Texas",29.5521,-98.3074
"Palm Valley, Florida",30.2011,-81.3948
"Lackawanna, New York",42.8182,-78.8325
"Nogales, Arizona",31.3624,-110.9336
"Lake Zurich, Illinois",42.1956,-88.0870
"Evergreen Park, Illinois",41.7213,-87.7013
"Claremore, Oklahoma",36.3146,-95.6095
"Beltsville, Maryland",39.0394,-76.9211
"Kinston, North Carolina",35.2747,-77.5939
"South El Monte, California",34.0493,-118.0484
"Shelbyville, Indiana",39.5352,-85.7793
"Monroe, Washington",47.8595,-121.9851
"Forest Park, Georgia",33.6209,-84.3590
"Arvin, California",35.1944,-118.8306
"Punta Gorda, Florida",26.8941,-82.0513
"Brigham City, Utah",41.5035,-112.0453
"Holtsville, New York",40.8124,-73.0447
"Lexington, North Carolina",35.8018,-80.2682
"Erlanger, Kentucky",39.0109,-84.5864
"Hermosa Beach, California",33.8653,-118.3962
"East Massapequa, New York",40.6742,-73.4359
"West Mifflin, Pennsylvania",40.3581,-79.9073
"Orinda, California",37.8808,-122.1790
"Hawthorne, New Jersey",40.9579,-74.1582
"Angleton, Texas",29.1721,-95.4293
"Clifton, Colorado",39.0764,-108.4605
"Lake Forest, Illinois",42.2380,-87.8596
"Madisonville, Kentucky",37.3409,-87.5034
"Bartow, Florida",27.8868,-81.8214
"Lynn Haven, Florida",30.2337,-85.6370
"Zachary, Louisiana",30.6643,-91.1634
"Sweetwater, Florida",25.7785,-80.3760
"Sartell, Minnesota",45.6188,-94.2206
"Englewood, Florida",26.9717,-82.3524
"Prunedale, California",36.8064,-121.6555
"Seabrook, Maryland",38.9802,-76.8502
"Boone, North Carolina",36.2111,-81.6669
"Prichard, Alabama",30.7735,-88.1301
"Brookfield, Illinois",41.8245,-87.8470
"Warrensburg, Missouri",38.7627,-93.7260
"Stillwater, Minnesota",45.0573,-92.8313
"Naples, Florida",26.1504,-81.7936
"Twinsburg, Ohio",41.3220,-81.4451
"Sudley, Virginia",38.7878,-77.4961
"Seminole, Florida",27.8435,-82.7840
"Cutlerville, Michigan",42.8403,-85.6734
"Ashland, Ohio",40.8668,-82.3156
"Highland, Utah",40.4276,-111.7957
"Hermiston, Oregon",45.8326,-119.2854
"Maitland, Florida",28.6295,-81.3718
"Ferndale, Michigan",42.4592,-83.1313
"Sherrelwood, Colorado",39.8390,-105.0014
"Valle Vista, California",33.7436,-116.8871
"Groveland, Florida",28.6098,-81.8246
"Roosevelt, New York",40.6797,-73.5837
"Orange, Texas",30.1226,-93.7607
"Springboro, Ohio",39.5615,-84.2348
"Harrison, New Jersey",40.7431,-74.1531
"Maumelle, Arkansas",34.8522,-92.4000
"Badger, Alaska",64.8006,-147.3877
"Tinton Falls, New Jersey",40.2708,-74.0949
"Rosedale, California",35.3886,-119.2058
"Deerfield, Illinois",42.1654,-87.8516
"Cedar Mill, Oregon",45.5355,-122.8006
"Durango, Colorado",37.2659,-107.8781
"Knightdale, North Carolina",35.7911,-78.4966
"Central Point, Oregon",42.3764,-122.9111
"Midlothian, Virginia",37.4856,-77.6522
"White Oak, Ohio",39.2106,-84.6060
"Lumberton, North Carolina",34.6312,-79.0186
"Liberal, Kansas",37.0466,-100.9295
"Haslett, Michigan",42.7525,-84.4020
"Tavares, Florida",28.7920,-81.7352
"Winchester, Kentucky",38.0018,-84.1908
"Cocoa, Florida",28.3820,-80.7675
"Dixon, California",38.4469,-121.8250
"Sylvania, Ohio",41.7100,-83.7092
"Cumberland, Maryland",39.6515,-78.7584
"Cimarron Hills, Colorado",38.8597,-104.6995
"Point Pleasant, New Jersey",40.0772,-74.0702
"Norwood, Ohio",39.1605,-84.4535
"North Valley Stream, New York",40.6840,-73.7077
"West Chester, Pennsylvania",39.9601,-75.6058
"Fayetteville, Georgia",33.4501,-84.4710
"Fate, Texas",32.9430,-96.3858
"Gautier, Mississippi",30.4106,-88.6568
"Ellensburg, Washington",46.9999,-120.5475
"Greenfield, California",36.3242,-121.2428
"Weirton, West Virginia",40.4060,-80.5671
"Ansonia, Connecticut",41.3443,-73.0689
"Fox Crossing, Wisconsin",44.2228,-88.4763
"Pinole, California",37.9931,-122.2833
"Augusta, Maine",44.3341,-69.7319
"Harrisburg, North Carolina",35.3125,-80.6485
"Franklin Farm, Virginia",38.9133,-77.3969
"Matteson, Illinois",41.5095,-87.7468
"San Carlos Park, Florida",26.4765,-81.8193
"Lake Shore, Maryland",39.1030,-76.4876
"Coronado, California",32.6649,-117.1604
"Alsip, Illinois",41.6701,-87.7368
"Cinco Ranch, Texas",29.7395,-95.7607
"North Myrtle Beach, South Carolina",33.8232,-78.7082
"Santa Fe Springs, California",33.9329,-118.0625
"Ronkonkoma, New York",40.8037,-73.1246
"Onalaska, Wisconsin",43.8883,-91.2075
"Lakeway, Texas",30.3544,-97.9864
"Bradfordville, Florida",30.5735,-84.2055
"Republic, Missouri",37.1452,-93.4446
"Brownwood, Texas",31.7127,-98.9767
"Sheridan, Wyoming",44.7961,-106.9642
"Syosset, New York",40.8157,-73.5020
"East St. Louis, Illinois",38.6155,-90.1304
"Marshfield, Wisconsin",44.6627,-90.1728
"Wisconsin Rapids, Wisconsin",44.3927,-89.8265
"Springfield, Tennessee",36.4949,-86.8711
"Chowchilla, California",37.1095,-120.2349
"Durant, Oklahoma",33.9949,-96.3923
"Rutherford, New Jersey",40.8203,-74.1057
"Hopkins, Minnesota",44.9259,-93.4056
"Bayshore Gardens, Florida",27.4345,-82.5793
"Thomasville, Georgia",30.8394,-83.9782
"Palestine, Texas",31.7544,-95.6471
"Wallingford Center, Connecticut",41.4499,-72.8189
"Lansdale, Pennsylvania",40.2417,-75.2812
"Phoenixville, Pennsylvania",40.1359,-75.5201
"Country Walk, Florida",25.6330,-80.4353
"South San Jose Hills, California",34.0123,-117.9043
"Altus, Oklahoma",34.6565,-99.3061
"Ottawa, Illinois",41.3555,-88.8261
"Creve Coeur, Missouri",38.6620,-90.4430
"Martinsburg, West Virginia",39.4582,-77.9776
"Round Lake, Illinois",42.3435,-88.1059
"Bensenville, Illinois",41.9579,-87.9442
"Trinity, Florida",28.1809,-82.6582
"Seagoville, Texas",32.6530,-96.5456
"Centerton, Arkansas",36.3566,-94.2971
"St. Michael, Minnesota",45.2014,-93.6920
"Castaic, California",34.4818,-118.6316
"Knik-Fairview, Alaska",61.5082,-149.6252
"Fairwood, Washington",47.4467,-122.1430
"Bellwood, Illinois",41.8829,-87.8762
"Concord, Missouri",38.5117,-90.3574
"Five Forks, South Carolina",34.8069,-82.2271
"Preakness, New Jersey",40.9382,-74.2242
"Lebanon, Oregon",44.5317,-122.9071
"Anna, Texas",33.3472,-96.5508
"Colonia, New Jersey",40.5926,-74.3148
"Clive, Iowa",41.6147,-93.7980
"Elizabeth City, North Carolina",36.2942,-76.2360
"Nederland, Texas",29.9707,-94.0015
"Kingsland, Georgia",30.8194,-81.7216
"Shenandoah, Louisiana",30.4019,-91.0020
"Berea, Ohio",41.3696,-81.8641
"Ferguson, Missouri",38.7490,-90.2950
"Arcata, California",40.8615,-124.0758
"Newton, Kansas",38.0368,-97.3449
"Parole, Maryland",38.9863,-76.5518
"Melville, New York",40.7824,-73.4088
"Oxon Hill, Maryland",38.7884,-76.9727
"Iselin, New Jersey",40.5697,-74.3172
"Brook Park, Ohio",41.4036,-81.8219
"St. Marys, Georgia",30.7567,-81.5722
"Alton, Texas",26.2884,-98.3098
"Laurel, Virginia",37.6375,-77.5062
"Boerne, Texas",29.7847,-98.7292
"La Marque, Texas",29.3683,-94.9941
"Princeton, Texas",33.1778,-96.5044
"Arroyo Grande, California",35.1241,-120.5845
"Albert Lea, Minnesota",43.6548,-93.3643
"Cullman, Alabama",34.1775,-86.8407
"Johnstown, Pennsylvania",40.3260,-78.9194
"Dover, New Jersey",40.8859,-74.5597
"New River, Arizona",33.8835,-112.0858
"Trenton, Michigan",42.1394,-83.1929
"Ocean Springs, Mississippi",30.4082,-88.7861
"Winder, Georgia",33.9917,-83.7218
"Tallmadge, Ohio",41.1023,-81.4216
"Fairmont, West Virginia",39.4768,-80.1491
"North Babylon, New York",40.7314,-73.3248
"Crowley, Texas",32.5781,-97.3585
"North Bay Shore, New York",40.7602,-73.2617
"Franklin Park, Illinois",41.9361,-87.8794
"Newburyport, Massachusetts",42.8124,-70.8878
"Redland, Maryland",39.1339,-77.1464
"Maryland City, Maryland",39.1016,-76.8051
"Lake Ronkonkoma, New York",40.8297,-73.1128
"West Haven, Utah",41.2083,-112.0541
"Calverton, Maryland",39.0578,-76.9488
"Lenoir, North Carolina",35.9094,-81.5249
"Panama City Beach, Florida",30.2370,-85.8776
"Pinecrest, Florida",25.6650,-80.3042
"Palos Hills, Illinois",41.6986,-87.8266
"Phelan, California",34.4398,-117.5248
"Burlington, Kentucky",39.0223,-84.7217
"Amsterdam, New York",42.9420,-74.1906
"Manchester, Missouri",38.5830,-90.5064
"Centralia, Washington",46.7223,-122.9696
"Ocean Acres, New Jersey",39.7430,-74.2805
"Kingstowne, Virginia",38.7625,-77.1444
"North Massapequa, New York",40.7031,-73.4678
"Oconomowoc, Wisconsin",43.0996,-88.4948
"Steubenville, Ohio",40.3653,-80.6519
"Sycamore, Illinois",41.9957,-88.6821
"Logansport, Indiana",40.7472,-86.3520
"Colonial Heights, Virginia",37.2650,-77.3969
"Guayama, Puerto Rico",17.9743,-66.1104
